x y z
1.267794047111792111e+00 4.633363306600197795e+00 -1.103736367856758527e+01
2.791222410922163943e-01 1.218667908599694982e+00 1.411463453559881209e+01
-3.755082417966961739e+00 5.631402731702637610e+00 -9.949677705287134799e+00
1.847228435846669292e+00 1.024227348274810190e+01 -4.736779451390413342e+00
4.403731425194121307e+00 1.689198035757753402e+01 -3.482170055648326379e+00
3.124753627806588607e+00 1.430592481257410853e+01 -4.327549108401999689e+00
1.644212325683748865e+00 1.394260553396611968e+01 -1.102169517112748132e+01
-6.042876596094554742e+00 1.207577873922174128e+01 6.160814868010931811e+00
-6.199904902376744076e+00 8.621293050379517098e+00 6.035880639055135610e+00
5.688720763427710381e+00 1.574723903143105730e+01 -1.821675227482486559e+00
-7.014026032835167790e+00 6.491911610845732206e+00 5.280385670896337480e+00
5.740333854972017313e+00 1.156969817334266004e+01 3.762187998997630789e+00
-3.238274314030810785e+00 1.602954040425471760e+01 7.595487811072327844e+00
1.066068070682300295e+01 1.806829386384778857e+01 7.778366401817193854e+00
2.991186852925924899e+00 7.845958206747501329e+00 1.359544032585525741e+01
-5.029501587619249037e+00 1.834906434805611752e+01 6.837636749851602858e+00
1.116185249474356134e+01 6.252540131101004484e+00 -4.821340468360501674e+00
-5.598949309206741276e+00 1.303307446149007198e+01 -8.798447716295227039e+00
-6.262733804402970783e+00 3.330957166075853237e+00 -8.234341099156688770e+00
1.245135704885491812e+01 1.876392509020912058e+01 2.969050903991893087e+00
-4.368576516848859725e+00 1.909092109009451477e+01 -9.624416220606388350e+00
-2.374725459879528877e+00 1.988100316317603600e+01 -1.050833760288706031e+01
1.247356687678103881e+01 1.264409581917877556e+00 2.822399221655903734e+00
6.320237875896576263e+00 8.813293189100422254e+00 2.710695424634961825e-01
4.437391511732466043e+00 1.626370344077431795e+01 -3.452075070788068523e+00
3.084761189024163741e+00 1.136401911854477653e+01 -4.346180711294638677e+00
2.091141409827712572e+00 1.995656051712576229e+01 1.382989785073066002e+01
5.970573021906016464e+00 1.432490669137537864e+01 -1.185633221885076916e+00
6.028520546755482989e+00 1.745927830491814703e+01 3.035598312890548822e+00
-9.395408844793415426e+00 4.515443923573394081e+00 -2.240613763190713037e+00
-4.343779061732726987e+00 7.390681584291889372e+00 7.186917689142990007e+00
2.050951339647762328e+00 1.872511778708360808e+01 -1.099033576605598483e+01
-8.612565085599458214e+00 1.584720009172328403e+01 2.928926492987354635e+00
3.841422870100552167e+00 5.940012376165960006e+00 6.207314573219319342e+00
-4.667304674681647114e+00 2.442478707641644764e+00 7.031993254808099003e+00
1.012356192363182750e+01 2.918545570256979360e+00 -6.442409944653147313e+00
-9.394746873006122101e+00 1.099067363634043115e-01 -2.245630058364534776e+00
1.123419597169522000e+01 2.808875624718425446e+00 -4.683521728526305772e+00
4.896964838483967242e+00 1.026356474622663839e+01 -2.986108484196342783e+00
-5.015336607746875508e+00 4.155487911798945166e-01 -9.221883987997438581e+00
3.173919827071077115e+00 5.776740268019512570e+00 -4.304079603686957967e+00
-5.877723954249093552e+00 1.754856592883327693e+01 -8.573197661109771772e+00
-9.410913881151799387e+00 5.272425847093630047e+00 -2.116658498439334402e+00
-2.441463838233388195e+00 7.281765334484926910e+00 7.784011133989295672e+00
4.137090089564967044e-01 4.013128216587245944e+00 7.789945495340252712e+00
6.021082053991416494e+00 9.792095933709550337e-01 -1.045744986258321907e+00
2.712166319743738008e+00 7.516193990588078577e+00 -4.500699143448536610e+00
-8.571078638066632394e+00 1.763395574196113458e+01 3.016446460766843085e+00
-9.331808834614159665e+00 1.979833072670467686e+01 6.546321396368577350e-01
6.238259429421244562e+00 3.483625178455342919e+00 2.238405519562766788e+00
4.994640222743379709e+00 2.089439270256686143e+01 -2.871760450985249236e+00
3.550837206350792030e+00 1.112759469094809717e+01 -1.074318587723381668e+01
-7.795004171076696409e+00 1.017193900578837740e+00 -6.447322344328634713e+00
-3.051388877545683886e+00 7.092486771471265827e-01 7.647339642498901746e+00
9.695776712089974936e+00 1.460410964388957744e+01 -6.973113578468494111e+00
-2.916245901535919227e+00 2.755255238321159261e+00 7.681884336195563989e+00
-4.494672070603777936e-01 6.807837295184604898e+00 -1.094530775663903377e+01
2.336267620227018504e+00 6.173143448345432382e+00 -1.095935493408348016e+01
-3.322163583746998938e+00 9.970943036872139231e+00 -1.014935296829213129e+01
9.619755752279081085e-01 1.122414421347221491e+01 7.669100754623966232e+00
1.868082079214280267e+00 4.388019552752360219e-01 7.372850997025645725e+00
4.838086765209361317e+00 1.586764552427491992e+01 -3.052161469031409613e+00
-7.629029114951149992e+00 1.035645253862454318e+00 -6.686341653837777343e+00
1.044704155171967486e+01 4.524981631557448480e+00 8.111861914881311364e+00
6.244836078129078594e+00 1.112701434180506332e+01 -2.162055512699168069e-01
-5.627713765864513107e+00 4.216641811689060049e+00 -8.775934877283072311e+00
5.667810545359099450e+00 1.249905282596193956e+01 3.913174876285006043e+00
4.479690485305922287e+00 5.750336200061097358e+00 5.611478755862818524e+00
1.179262505346589585e+01 2.040266810089793381e+01 -3.435582997605452160e+00
6.360941920215981149e+00 6.015345180022464433e+00 9.600530429002808175e-01
3.310464877147209162e+00 2.023277510380300370e+01 6.606427743745560299e+00
-8.631479815609342410e+00 6.485878165187559663e-01 2.888202155500205315e+00
-6.317257710086935596e+00 1.317345683930506262e+01 5.938509866171445495e+00
5.445071850686824533e+00 1.218379445542662198e-01 4.326380945140328116e+00
5.550586721736910256e+00 6.851929567656653841e-01 4.139050765765468931e+00
5.548583577231306130e+00 2.895811090470797655e+00 -1.007187605896868021e+01
6.003686468836338719e+00 1.240444044341493690e+00 -9.858343893742238961e+00
4.006863319380588706e+00 3.555868493749927417e+00 6.066446575151840825e+00
-2.483933350695402442e+00 7.575263249818160460e+00 -1.047212635572484629e+01
5.498573303651794753e+00 9.025731462811812378e+00 4.233108583109776113e+00
-9.328389531276313207e+00 8.007542186983332755e+00 6.736854533552913971e-01
6.335658585074926741e+00 3.251620297892110933e+00 4.220324562662071677e-01
5.641766133008871087e+00 5.180324953917740061e+00 -1.910918397265514379e+00
-7.782487376222355202e+00 1.631691445873690682e+01 4.348970311781483744e+00
1.177676295582137023e+01 4.034442658744767485e+00 5.515578722014238267e+00
1.156545038731148267e+01 2.546558764929125029e+00 6.040007013454236073e+00
-5.574830095450404421e+00 1.853378289622277464e+01 -8.817199570825851040e+00
5.370895532258791683e+00 1.570247413429312466e+01 4.450384738019395492e+00
1.941407545987421379e+00 3.090207878069357594e+00 -4.718939357730287831e+00
-2.522027462553976918e+00 3.892576383121115757e-02 7.768765868010794939e+00
-5.304524841356067277e+00 1.634269195122973173e+01 -9.019771980527766075e+00
3.752368191488714838e-02 1.229070785746289651e+01 -1.099892184522061633e+01
5.889898251625925063e+00 5.771061591738675389e+00 3.415830516902631508e+00
5.918758686379326228e-01 5.974430741528683697e+00 -4.798745763300689582e+00
6.350032959536823007e+00 1.386838927562496693e+01 1.362251033657809307e+00
7.200411069172979461e-01 9.253521681864819826e+00 -1.103725745606229225e+01
4.232938885428980669e+00 7.428721818126954979e+00 -3.627533525810628934e+00
-6.356683728725509575e+00 1.503391209828612318e+01 5.904999707326608060e+00
9.051445321853075043e+00 3.778270293616954767e+00 -7.668974654790643442e+00
-5.383077494425942966e+00 1.572628361702168220e+01 -8.962308622627388033e+00
2.459988808755533274e+00 8.130228393147545418e+00 7.107054227454321804e+00
9.403053058266726438e+00 3.232927438736410419e+00 -7.303133405008311207e+00
7.306777963077141891e+00 1.010716285170740036e+01 -9.102008631696557828e+00
2.784081000114462690e+00 9.796657010785974506e+00 -4.473489618814738833e+00
7.551097280774675902e+00 3.147452407349675241e+00 1.124594333708319205e+01
5.961785556586895574e+00 9.148690902087166066e+00 -9.879028331807074181e+00
-7.908887871192598951e+00 1.343615171031626154e+01 4.167666257995956691e+00
5.864641797594495998e+00 1.866014086288333118e+01 3.478210443607458124e+00
9.988659485982315900e+00 1.063528242601389984e+01 -6.616553849537929466e+00
3.861290075380192199e+00 1.864394839244593527e+01 6.190847398890514164e+00
7.080207649893055510e-01 1.744214743235787424e+01 -4.806769255490980441e+00
-7.665368860586136535e+00 2.921441086725108605e+00 -6.635253287803744904e+00
-8.592083943979956118e+00 1.411209132060205462e+01 2.972436456495402002e+00
6.224531159254937940e+00 1.384676545438583872e+01 2.306121115436765123e+00
7.022333777145155942e+00 8.656669679513089299e-01 1.164013579178479318e+01
3.249654277167715488e+00 7.312000554356584026e+00 6.647499664212170423e+00
6.171736030399308959e+00 1.826827886206967477e+01 -5.424062561880653721e-01
1.192927317733696846e+01 3.101710383214675737e+00 5.089585390649080665e+00
-5.770668411896426875e+00 4.377122891355988088e+00 -8.661589485941821209e+00
6.136401837364845235e+00 6.290677259095035723e+00 2.675630775490401181e+00
1.144336369917644980e+01 1.687063064204279073e+01 -4.258639183106706305e+00
5.165221891289476730e+00 1.568220277004690644e+01 -2.656246735080988408e+00
6.384452042214190381e-01 7.441568830538864532e+00 -4.802306139500990945e+00
2.786304440979002095e+00 1.031593749967779594e+01 -4.472628848312997007e+00
6.327220293815751795e+00 1.468493030756378204e+01 1.644787896704992480e+00
-8.992759681592078280e+00 1.255031675651983392e+01 -4.003375809816478004e+00
-8.821155617312978592e+00 1.665114267092512890e+01 2.446769547608805606e+00
5.257982515367194409e+00 1.726286624245082635e+01 4.628578447990277844e+00
-1.501027431652623756e+00 4.293850630418809544e+00 -1.075261041936362716e+01
1.060328782646574908e+01 1.802288032106292448e+01 -5.763554972884443295e+00
4.309892026038876445e+00 4.577726513086558313e+00 -3.563518717866040131e+00
-9.457902749207921289e+00 1.258903553447528267e+01 -1.601207489023485975e+00
-8.237792090566022907e+00 2.505882767767030561e+00 -5.725668825086249747e+00
3.142701526718895355e+00 9.559141059902252380e+00 -4.319054128728223141e+00
-7.914192008099865561e+00 8.472878905628469681e+00 -6.266091138818337569e+00
2.161206593650135677e+00 1.829071921420366209e+01 -1.097924458060357011e+01
5.483495325921741714e-02 1.868624606669886745e+01 -4.723678720450362079e+00
1.205419794287147894e+01 2.099732787311333126e+01 -2.676871242127981443e+00
3.483810914510621970e+00 1.323477299149703157e+01 6.484360577810446280e+00
2.779315864083537146e+00 1.041331029518862827e+01 6.936838601660991088e+00
2.336679244353633944e+00 1.765029806741365093e+01 -4.623412138652210679e+00
1.166260501347997014e+01 1.973053659521110248e+01 5.807029898506751664e+00
3.728588811337997022e+00 1.437449964481657538e+01 6.298612868799088993e+00
-4.764405145547876863e+00 1.343614912867525568e+01 -9.385840921031361361e+00
-9.390256228495900359e+00 1.440815005105228863e+00 -2.279136781878315254e+00
5.864952968958000667e+00 3.914233130167318553e+00 -9.926023864858501966e+00
1.228380849720805124e+01 2.262711558401139023e+00 -1.826066264776421200e+00
6.356796335914704166e+00 1.793727767352885394e+01 1.219755031037637050e+00
1.177048288135982901e+01 1.615038579471885072e+01 -3.493141168123428120e+00
6.077755687837992582e+00 6.145947832921388354e+00 2.880394208246313426e+00
2.551219356642629776e+00 1.489847839376191585e+00 -4.557223502418229266e+00
4.496011393563654757e+00 2.091157293658580230e+01 5.594204797959243081e+00
9.132650035325979854e-01 1.688037981468291449e+01 -1.104039829918051474e+01
